error_code,error_no,error_type,form_name,var_name,check_type,test_name,short_desc,full_desc,test_logic,comp_forms,comp_vars,do_in_redcap,in_prev_versions,questions
np-m-258,258,Error,np,NPFTDT8,MIssingness,NPFTDT8 conditionally absent,"If NPFTDTAU ne 1, NPFTDT8 must be blank",If Q17a. NPFTDTAU (FTLD with tau pathology (FTLD-tau) or other tauopathy) ne 1 (Yes) then Q17b8. NPFTDT8 (FTLD-tau subtype - amyotrophic lateral sclerosis (ALS)/Parkinsonism-dementia)  must be blank,If NPFTDTAU ne 1 and NPFTDT8  ne blank,,"NPFTDTAU, NPFTDT8",,,
np-c-259,259,Error,np,NPFTDT8,Conformity,NPFTDT8 conforms,NPFTDT8 must be an integer between 0-1 or 8-9,Q17b8. (FTLD-tau subtype - amyotrophic lateral sclerosis (ALS)/Parkinsonism-dementia) must be an integer between 0-1 or 8-9,If NPFTDT8 < 0 or NPFTDT8 > 1 and ne 8-9,,,,,
np-m-260,260,Error,np,NPFTDT9,MIssingness,NPFTDT9 conditionally present,"If NPFTDTAU = 1, NPFTDT9 cannot be blank",If Q17a. NPFTDTAU (FTLD with tau pathology (FTLD-tau) or other tauopathy) = 1 (Yes) then Q17b9. NPFTDT9 (FTLD-tau subtype - tangle dominant disease) cannot be blank,If NPFTDTAU = 1 and NPFTDT9  = blank,,"NPFTDTAU, NPFTDT9",,,
np-m-261,261,Error,np,NPFTDT9,MIssingness,NPFTDT9 conditionally absent,"If NPFTDTAU ne 1, NPFTDT9 must be blank",If Q17a. NPFTDTAU (FTLD with tau pathology (FTLD-tau) or other tauopathy) ne 1 (Yes) then Q17b9. NPFTDT9 (FTLD-tau subtype - tangle dominant disease)  must be blank,If NPFTDTAU ne 1 and NPFTDT9  ne blank,,"NPFTDTAU, NPFTDT9",,,
np-c-262,262,Error,np,NPFTDT9,Conformity,NPFTDT9 conforms,NPFTDT9 must be an integer between 0-1 or 8-9,Q17b9. (FTLD-tau subtype - tangle dominant disease) must be an integer between 0-1 or 8-9,If NPFTDT9 < 0 or NPFTDT9 > 1 and ne 8-9,,,,,
np-m-263,263,Error,np,NPFTDT10,MIssingness,NPFTDT10 conditionally present,"If NPFTDTAU = 1, NPFTDT10 cannot be blank","If Q17a. NPFTDTAU (FTLD with tau pathology (FTLD-tau) or other tauopathy) = 1 (Yes) then Q17b10. NPFTDT10 (FTLD-tau subtype - other 3R + 4R tauopathy (includes unclassifiable, focal, glial only, MAPT mutation tauopathy, NOS) cannot be blank",If NPFTDTAU = 1 and NPFTDT10  = blank,,"NPFTDTAU, NPFTDT10",,,
np-c-264,264,Error,np,NPFTDT10,Conformity,NPFTDT10 conditionally absent,"If NPFTDTAU ne 1, NPFTDT10 must be blank","If Q17a. NPFTDTAU (FTLD with tau pathology (FTLD-tau) or other tauopathy) ne 1 (Yes) then Q17b10. NPFTDT10 (FTLD-tau subtype - other 3R + 4R tauopathy (includes unclassifiable, focal, glial only, MAPT mutation tauopathy, NOS)  must be blank",If NPFTDTAU ne 1 and NPFTDT10  ne blank,,"NPFTDTAU, NPFTDT10",,,
np-c-265,265,Error,np,NPFTDT10,Conformity,NPFTDT10 conforms,NPFTDT10 must be an integer between 0-1 or 8-9,"Q17b10. (FTLD-tau subtype - other 3R + 4R tauopathy (includes unclassifiable, focal, glial only, MAPT mutation tauopathy, NOS) must be an integer between 0-1 or 8-9",If NPFTDT10 < 0 or NPFTDT10 > 1 and ne 8-9,,,,,
np-m-266,266,Error,np,NPFTDTDP,Missingness,NPFTDTDP must be present,NPFTDTDP cannot be blank,Q17c. NPFTDTDP ( FTLD with TDP-43 pathology (FTLD-TDP)) cannot be blank,If NPFTDTDP = blank,,,,,
np-c-267,267,Error,np,NPFTDTDP,Conformity,NPFTDTDP conforms,NPFTDTDP must be an integer between 0-1 or 8-9,Q17c. NPFTDTDP ( FTLD with TDP-43 pathology (FTLD-TDP)) must be an integer between 0-1 or 8-9,If NPFTDTDP < 0 or NPFTDTDP > 1 and ne 8-9,,,,,
np-m-268,268,Error,np,NPALSMND,Missingness,NPALSMND must be present,NPALSMND cannot be blank,Q17d. NPALSMND (ALS/motor neuron disease (MND) present) cannot be blank,If NPALSMND = blank,,,,,
np-c-269,269,Error,np,NPALSMND,Conformity,NPALSMND conforms,NPALSMND must be an integer between 0-5 or 8-9,Q17d. NPALSMND (ALS/motor neuron disease (MND) present) must be an integer between 0-5 or 8-9,If NPALSMND < 0 or NPALSMND > 5 and ne 8-9,,,,,
np-m-270,270,Error,np,NPOFTD,Missingness,NPOFTD must be present,NPOFTD cannot be blank,Q17e. NPOFTD (Other FTLD) cannot be blank,If NPOFTD = blank,,,,,
np-c-271,271,Error,np,NPOFTD,Conformity,NPOFTD conforms,NPOFTD must be an integer between 0-1 or 8-9,Q17e. NPOFTD (Other FTLD) must be an integer between 0-1 or 8-9,If NPOFTD < 0 or NPOFTD > 1 and ne 8-9,,,,,
np-m-272,272,Error,np,NPOFTD1,Missingness,NPOFTD1 conditionally present,"If NPOFTD = 1, NPOFTD1 cannot be blank","Q17e. NPOFTD (Other FTLD) = 1 (Yes), Q17f1. NPOFTD1 (Other FTLD subtype - atypical FTLD-U (aFTLD-U)) cannot be blank",If NPOFTD = 1 and NPOFTD1 = blank,,"NPOFTD, NPOFTD1",,,
np-m-273,273,Error,np,NPOFTD1,Missingness,NPOFTD1 conditionally absent,"If NPOFTD ne 1, NPOFTD1 must be blank","Q17e. NPOFTD (Other FTLD) ne 1 (Yes), Q17f1. NPOFTD1 (Other FTLD subtype - atypical FTLD-U (aFTLD-U)) must be blank",If NPOFTD ne 1 and NPOFTD1 ne blank,,"NPOFTD, NPOFTD1",,,
np-c-274,274,Error,np,NPOFTD1,Conformity,NPOFTD1 conforms,NPOFTD1 must be an integer between 0-1 or 8-9,Q17f1. NPOFTD1 (Other FTLD subtype - atypical FTLD-U (aFTLD-U)) must be an integer between 0-1 or 8-9,If NPOFTD1 < 0 or NPOFTD1 > 1 and ne 8-9,,,,,
np-m-275,275,Error,np,NPOFTD2,Missingness,NPOFTD2 conditionally present,"If NPOFTD = 1, NPOFTD2 cannot be blank","Q17e. NPOFTD (Other FTLD) = 1 (Yes), Q17f2. NPOFTD2 (Other FTLD subtype - NIFID (neuronal intermediate filament inclusions disease)) cannot be blank",If NPOFTD = 1 and NPOFTD2 = blank,,"NPOFTD, NPOFTD2",,,
np-m-276,276,Error,np,NPOFTD2,Missingness,NPOFTD2 conditionally absent,"If NPOFTD ne 1, NPOFTD2 must be blank","Q17e. NPOFTD (Other FTLD) ne 1 (Yes), Q17f2. NPOFTD2 (Other FTLD subtype - NIFID (neuronal intermediate filament inclusions disease)) must be blank",If NPOFTD ne 1 and NPOFTD2 ne blank,,"NPOFTD, NPOFTD2",,,
np-c-277,277,Error,np,NPOFTD2,Conformity,NPOFTD2 conforms,NPOFTD2 must be an integer between 0-1 or 8-9,Q17f2. NPOFTD2 (Other FTLD subtype - NIFID (neuronal intermediate filament inclusions disease)) must be an integer between 0-1 or 8-9,If NPOFTD2 < 0 or NPOFTD2 > 1 and ne 8-9,,,,,
np-m-278,278,Error,np,NPOFTD3,Missingness,NPOFTD3 conditionally present,"If NPOFTD = 1, NPOFTD3 cannot be blank","Q17e. NPOFTD (Other FTLD) = 1 (Yes), Q17f3. NPOFTD3 (Other FTLD subtype - BIBD (basophilic inclusion body disease)) cannot be blank",If NPOFTD = 1 and NPOFTD3 = blank,,"NPOFTD, NPOFTD3",,,
np-m-279,279,Error,np,NPOFTD3,Missingness,NPOFTD3 conditionally absent,"If NPOFTD ne 1, NPOFTD3 must be blank","Q17e. NPOFTD (Other FTLD) ne 1 (Yes), Q17f3. NPOFTD3 (Other FTLD subtype - BIBD (basophilic inclusion body disease)) must be blank",If NPOFTD ne 1 and NPOFTD3 ne blank,,"NPOFTD, NPOFTD3",,,
np-c-280,280,Error,np,NPOFTD3,Conformity,NPOFTD3 conforms,NPOFTD3 must be an integer between 0-1 or 8-9,Q17f3. NPOFTD3 (Other FTLD subtype - BIBD (basophilic inclusion body disease)) must be an integer between 0-1 or 8-9,If NPOFTD3 < 0 or NPOFTD3 > 1 and ne 8-9,,,,,
np-m-281,281,Error,np,NPOFTD4,Missingness,NPOFTD4 conditionally present,"If NPOFTD = 1, NPOFTD4 cannot be blank","Q17e. NPOFTD (Other FTLD) = 1 (Yes), Q17f4. NPOFTD4 (Other FTLD subtype - FTLD-UPS (ubiquitin-proteasome system [ubiquitin or p62 positive, tau/TDP-43/FUS negative inclusions])) cannot be blank",If NPOFTD = 1 and NPOFTD4 = blank,,"NPOFTD, NPOFTD4",,,
np-m-282,282,Error,np,NPOFTD4,Missingness,NPOFTD4 conditionally absent,"If NPOFTD ne 1, NPOFTD4 must be blank","Q17e. NPOFTD (Other FTLD) ne 1 (Yes), Q17f4. NPOFTD4 (Other FTLD subtype - FTLD-UPS (ubiquitin-proteasome system [ubiquitin or p62 positive, tau/TDP-43/FUS negative inclusions])) must be blank",If NPOFTD ne 1 and NPOFTD4 ne blank,,"NPOFTD, NPOFTD4",,,
np-c-283,283,Error,np,NPOFTD4,Conformity,NPOFTD4 conforms,NPOFTD4 must be an integer between 0-1 or 8-9,"Q17f4. NPOFTD4 (Other FTLD subtype - FTLD-UPS (ubiquitin-proteasome system [ubiquitin or p62 positive, tau/TDP-43/FUS negative inclusions])) must be an integer between 0-1 or 8-9",If NPOFTD4 < 0 or NPOFTD4 > 1 and ne 8-9,,,,,
np-m-284,284,Error,np,NPOFTD5,Missingness,NPOFTD5 conditionally present,"If NPOFTD = 1, NPOFTD5 cannot be blank","Q17e. NPOFTD (Other FTLD) = 1 (Yes), Q17f5. NPOFTD5 (Other FTLD subtype -  FTLD-NOS (includes dementia lacking distinctive histology (DLDH) and FTLD with no inclusions (FTLD-NI) detected by tau, TDP-43, or ubiquitin/ p62 IHC)) cannot be blank",If NPOFTD = 1 and NPOFTD5 = blank,,"NPOFTD, NPOFTD5",,,
np-m-285,285,Error,np,NPOFTD5,Missingness,NPOFTD5 conditionally absent,"If NPOFTD ne 1, NPOFTD5 must be blank","Q17e. NPOFTD (Other FTLD) ne 1 (Yes), Q17f5. NPOFTD5 (Other FTLD subtype -  FTLD-NOS (includes dementia lacking distinctive histology (DLDH) and FTLD with no inclusions (FTLD-NI) detected by tau, TDP-43, or ubiquitin/ p62 IHC)) must be blank",If NPOFTD ne 1 and NPOFTD5 ne blank,,"NPOFTD, NPOFTD5",,,
np-c-286,286,Error,np,NPOFTD5,Conformity,NPOFTD5 conforms,NPOFTD5 must be an integer between 0-1 or 8-9,"Q17f5. NPOFTD5 (Other FTLD subtype -  FTLD-NOS (includes dementia lacking distinctive histology (DLDH) and FTLD with no inclusions (FTLD-NI) detected by tau, TDP-43, or ubiquitin/ p62 IHC)) must be an integer between 0-1 or 8-9",If NPOFTD5 < 0 or NPOFTD5 > 1 and ne 8-9,,,,,
np-m-287,287,Error,np,NPARTAG,Missingness,NPARTAG must be present,NPARTAG cannot be blank,Q18a. NPARTAG (Is ARTAG pathology present?) cannot be blank,If NPARTAG = blank,,,,,
np-c-288,288,Error,np,NPARTAG,Conformity,NPARTAG conforms,NPARTAG must be an integer between 0-1 or 8-9,Q18a. NPARTAG (Is ARTAG pathology present?) must be an integer between 0-1 or 8-9,If NPARTAG < 0 or NPARTAG > 1 and ne 8-9,,,,,
np-m-289,289,Error,np,NPATGSEV,Missingness,NPATGSEV conditionally present,"If NPARTAG = 1, NPATGSEV cannot be blank","If Q18a. NPARTAG (Is ARTAG pathology present?) = 1 (Yes), Q18b. NPATGSEV (Overall severity of ARTAG pathology) cannot be blank",If NPARTAG = 1 and NPATGSEV = blank,,"NPARTAG, NPATGSEV",,,
np-m-290,290,Error,np,NPATGSEV,Missingness,NPATGSEV conditionally blank,"If NPARTAG ne 1, NPATGSEV must be blank","Q18a. NPARTAG (Is ARTAG pathology present?) ne 1 (Yes), Q18b. NPATGSEV (Overall severity of ARTAG pathology) must be blank",If NPARTAG ne 1 and NPATGSEV ne blank,,"NPARTAG, NPATGSEV",,,
np-c-291,291,Error,np,NPATGSEV,Conformity,NPATGSEV conforms,NPATGSEV must be an integer between 1-3 or 8-9,Q18b. NPATGSEV (Overall severity of ARTAG pathology) must be an integer between 1-3 or 8-9,If NPATGSEV < 1 or NPATGSEV > 3 and ne 8-9,,,,,
np-m-292,292,Error,np,NPATGAMY,Missingness,NPATGAMY conditionally present,"If NPARTAG = 1, NPATGAMY cannot be blank","If Q18a. NPARTAG (Is ARTAG pathology present?) = 1 (Yes), Q18c. NPATGAMY (Is ARTAG pathology present in the AMYGDALA?) cannot be blank",If NPARTAG = 1 and NPATGAMY = blank,,"NPARTAG, NPATGAMY",,,
np-m-293,293,Error,np,NPATGAMY,Missingness,NPATGAMY conditionally blank,"If NPARTAG ne 1, NPATGAMY must be blank","Q18a. NPARTAG (Is ARTAG pathology present?) ne 1 (Yes), Q18c. NPATGAMY (Is ARTAG pathology present in the AMYGDALA?) must be blank",If NPARTAG ne 1 and NPATGAMY ne blank,,"NPARTAG, NPATGAMY",,,
np-c-294,294,Error,np,NPATGAMY,Conformity,NPATGAMY conforms,NPATGAMY must be an integer between 0-1 or 8-9,Q18c. NPATGAMY (Is ARTAG pathology present in the AMYGDALA?) must be an integer between 0-1 or 8-9,If NPATGAMY < 0 or NPATGAMY > 1 and ne 8-9,,,,,
np-m-295,295,Error,np,NPATGAM1,Missingness,NPATGAM1 conditionally present,"If NPARTAG = 1 and NPATGAMY =1, NPATGAM1 cannot be blank","If Q18a. NPARTAG (Is ARTAG pathology present?) = 1 (Yes) and Q18c. NPATGAMY (Is ARTAG pathology present in the AMYGDALA?) = 1 (Yes), Q18d1. NPATGAM1 (Localization of ARTAG pathology in the amygdala: Subpial) cannot be blank",If NPARTAG =1 and NPATGAMY = 1 and NPATGAM1 = blank,,"NPARTAG, NPATGAMY, NPATGAM1",,,
np-m-296,296,Error,np,NPATGAM1,Missingness,NPATGAM1 conditionally blank,"If NPARTAG ne 1 or NPATGAMY ne 1, NPATGAM1 must be blank","If Q18a. NPARTAG (Is ARTAG pathology present?) ne 1 (Yes) or Q18c. NPATGAMY (Is ARTAG pathology present in the AMYGDALA?) ne 1 (Yes), Q18d1. NPATGAM1 (Localization of ARTAG pathology in the amygdala: Subpial) must be blank",If NPARTAG ne 1 OR NPATGAMY ne 1 and NPATGAM1 ne blank,,"NPARTAG, NPATGAMY, NPATGAM1",,,
np-c-297,297,Error,np,NPATGAM1,Conformity,NPATGAM1 conforms,NPATGAM1 must be an integer between 0-2 or 8-9,Q18d1. NPATGAM1 (Localization of ARTAG pathology in the amygdala: Subpial) must be an integer between 0-2 or 8-9,If NPATGAM1 < 0 or NPATGAM1 > 2 and ne 8-9,,,,,
np-m-298,298,Error,np,NPATGAM2,Missingness,NPATGAM2 conditionally present,"If NPARTAG = 1 and NPATGAMY =1, NPATGAM2 cannot be blank","If Q18a. NPARTAG (Is ARTAG pathology present?) = 1 (Yes) and Q18c. NPATGAMY (Is ARTAG pathology present in the AMYGDALA?) = 1 (Yes), Q18d2. NPATGAM2 (Localization of ARTAG pathology in the amygdala: Subependymal) cannot be blank",If NPARTAG =1 and NPATGAMY = 1 and NPATGAM2 = blank,,"NPARTAG, NPATGAMY, NPATGAM2",,,
np-m-299,299,Error,np,NPATGAM2,Missingness,NPATGAM2 conditionally blank,"If NPARTAG ne 1 or NPATGAMY ne 1, NPATGAM2 must be blank","If Q18a. NPARTAG (Is ARTAG pathology present?) ne 1 (Yes) or Q18c. NPATGAMY (Is ARTAG pathology present in the AMYGDALA?) ne 1 (Yes), Q18d2. NPATGAM2 (Localization of ARTAG pathology in the amygdala: Subependymal) must be blank",If NPARTAG ne 1 OR NPATGAMY ne 1 and NPATGAM2 ne blank,,"NPARTAG, NPATGAMY, NPATGAM2",,,
np-c-300,300,Error,np,NPATGAM2,Conformity,NPATGAM2 conforms,NPATGAM2 must be an integer between 0-2 or 8-9,Q18d2. NPATGAM2 (Localization of ARTAG pathology in the amygdala: Subependymal) must be an integer between 0-2 or 8-9,If NPATGAM2 < 0 or NPATGAM2 > 2 and ne 8-9,,,,,
np-m-301,301,Error,np,NPATGAM3,Missingness,NPATGAM3 conditionally present,"If NPARTAG = 1 and NPATGAMY =1, NPATGAM3 cannot be blank","If Q18a. NPARTAG (Is ARTAG pathology present?) = 1 (Yes) and Q18c. NPATGAMY (Is ARTAG pathology present in the AMYGDALA?) = 1 (Yes), Q18d3. NPATGAM3 (Localization of ARTAG pathology in the amygdala: Gray matter) cannot be blank",If NPARTAG =1 and NPATGAMY = 1 and NPATGAM3 = blank,,"NPARTAG, NPATGAMY, NPATGAM3",,,
np-m-302,302,Error,np,NPATGAM3,Missingness,NPATGAM3 conditionally blank,"If NPARTAG ne 1 or NPATGAMY ne 1, NPATGAM3 must be blank","If Q18a. NPARTAG (Is ARTAG pathology present?) ne 1 (Yes) or Q18c. NPATGAMY (Is ARTAG pathology present in the AMYGDALA?) ne 1 (Yes), Q18d3. NPATGAM3 (Localization of ARTAG pathology in the amygdala: Gray matter) must be blank",If NPARTAG ne 1 OR NPATGAMY ne 1 and NPATGAM3 ne blank,,"NPARTAG, NPATGAMY, NPATGAM3",,,
np-c-303,303,Error,np,NPATGAM3,Conformity,NPATGAM3 conforms,NPATGAM3 must be an integer between 0-2 or 8-9,Q18d3. NPATGAM3 (Localization of ARTAG pathology in the amygdala: Gray matter) must be an integer between 0-2 or 8-9,If NPATGAM3 < 0 or NPATGAM3 > 2 and ne 8-9,,,,,
np-m-304,304,Error,np,NPATGAM4,Missingness,NPATGAM4 conditionally present,"If NPARTAG = 1 and NPATGAMY =1, NPATGAM4 cannot be blank","If Q18a. NPARTAG (Is ARTAG pathology present?) = 1 (Yes) and Q18c. NPATGAMY (Is ARTAG pathology present in the AMYGDALA?) = 1 (Yes), Q18d4. NPATGAM4 (Localization of ARTAG pathology in the amygdala: White matter) cannot be blank",If NPARTAG =1 and NPATGAMY = 1 and NPATGAM4 = blank,,"NPARTAG, NPATGAMY, NPATGAM4",,,
np-m-305,305,Error,np,NPATGAM4,Missingness,NPATGAM4 conditionally blank,"If NPARTAG ne 1 or NPATGAMY ne 1, NPATGAM4 must be blank","If Q18a. NPARTAG (Is ARTAG pathology present?) ne 1 (Yes) or Q18c. NPATGAMY (Is ARTAG pathology present in the AMYGDALA?) ne 1 (Yes), Q18d4. NPATGAM4 (Localization of ARTAG pathology in the amygdala: White matter) must be blank",If NPARTAG ne 1 OR NPATGAMY ne 1 and NPATGAM4 ne blank,,"NPARTAG, NPATGAMY, NPATGAM4",,,
np-c-306,306,Error,np,NPATGAM4,Conformity,NPATGAM4 conforms,NPATGAM4 must be an integer between 0-2 or 8-9,Q18d4. NPATGAM4 (Localization of ARTAG pathology in the amygdala: White matter) must be an integer between 0-2 or 8-9,If NPATGAM4 < 0 or NPATGAM4 > 2 and ne 8-9,,,,,
np-m-307,307,Error,np,NPATGAM5,Missingness,NPATGAM5 conditionally present,"If NPARTAG = 1 and NPATGAMY =1, NPATGAM5 cannot be blank","If Q18a. NPARTAG (Is ARTAG pathology present?) = 1 (Yes) and Q18c. NPATGAMY (Is ARTAG pathology present in the AMYGDALA?) = 1 (Yes), Q18d5. NPATGAM5 (Localization of ARTAG pathology in the amygdala: Perivascular) cannot be blank",If NPARTAG =1 and NPATGAMY = 1 and NPATGAM5 = blank,,"NPARTAG, NPATGAMY, NPATGAM5",,,
np-m-308,308,Error,np,NPATGAM5,Missingness,NPATGAM5 conditionally blank,"If NPARTAG ne 1 or NPATGAMY ne 1, NPATGAM5 must be blank","If Q18a. NPARTAG (Is ARTAG pathology present?) ne 1 (Yes) or Q18c. NPATGAMY (Is ARTAG pathology present in the AMYGDALA?) ne 1 (Yes), Q18d5. NPATGAM5 (Localization of ARTAG pathology in the amygdala: Perivascular) must be blank",If NPARTAG ne 1 OR NPATGAMY ne 1 and NPATGAM5 ne blank,,"NPARTAG, NPATGAMY, NPATGAM5",,,
np-c-309,309,Error,np,NPATGAM5,Conformity,NPATGAM5 conforms,NPATGAM5 must be an integer between 0-2 or 8-9,Q18d5. NPATGAM5 (Localization of ARTAG pathology in the amygdala: Perivascular) must be an integer between 0-2 or 8-9,If NPATGAM5 < 0 or NPATGAM5 > 2 and ne 8-9,,,,,
np-m-310,310,Error,np,NPATGFRN,Missingness,NPATGFRN conditionally present,"If NPARTAG = 1, NPATGFRN cannot be blank","If Q18a. NPARTAG (Is ARTAG pathology present?) = 1 (Yes), Q18e. NPATGFRN (Is ARTAG pathology present in the FRONTAL NEOCORTEX?) cannot be blank",If NPARTAG = 1 and NPATGFRN = blank,,"NPARTAG, NPATGFRN",,,
np-m-311,311,Error,np,NPATGFRN,Missingness,NPATGFRN conditionally blank,"If NPARTAG ne 1, NPATGFRN must be blank","If Q18a. NPARTAG (Is ARTAG pathology present?) ne 1 (Yes), Q18e. NPATGFRN (Is ARTAG pathology present in the FRONTAL NEOCORTEX?) must be blank",If NPARTAG ne 1 and NPATGFRN ne blank,,"NPARTAG, NPATGFRN",,,
np-c-312,312,Error,np,NPATGFRN,Conformity,NPATGFRN conforms,NPATGFRN must be an integer between 0-1 or 8-9,Q18e. NPATGFRN (Is ARTAG pathology present in the FRONTAL NEOCORTEX?) must be an integer between 0-1 or 8-9,If NPATGFRN < 0 or NPATGFRN > 1 and ne 8-9,,,,,
np-m-313,313,Error,np,NPATGFR1,Missingness,NPATGFR1 conditionally present,"If NPARTAG = 1 and NPATGFRN =1, NPATGFR1 cannot be blank","If Q18a. NPARTAG (Is ARTAG pathology present?) = 1 (Yes) and Q18e. NPATGFRN (Is ARTAG pathology present in the FRONTAL NEOCORTEX?) = 1 (Yes), Q18f1. NPATGFR1 (Localization of ARTAG pathology in the frontal neocortex: Subpial) cannot be blank",If NPARTAG =1 and NPATGFRN = 1 and NPATGFR1 = blank,,"NPARTAG, NPATGFRN, NPATGFR1",,,
np-m-314,314,Error,np,NPATGFR1,Missingness,NPATGFR1 conditionally blank,"If NPARTAG ne 1 or NPATGFRN ne 1, NPATGFR1 must be blank","If Q18a. NPARTAG (Is ARTAG pathology present?) ne 1 (Yes) or Q18e. NPATGFRN (Is ARTAG pathology present in the FRONTAL NEOCORTEX?) ne 1 (Yes), Q18f1. NPATGFR1 (Localization of ARTAG pathology in the frontal neocortex: Subpial) must be blank",If NPARTAG ne 1 OR NPATGFRN = 1 and NPATGFR1 ne blank,,"NPARTAG, NPATGFRN, NPATGFR1",,,
np-c-315,315,Error,np,NPATGFR1,Conformity,NPATGFR1 conforms,NPATGFR1 must be an integer between 0-2 or 8-9,Q18f1. NPATGFR1 (Localization of ARTAG pathology in the frontal neocortex: Subpial) must be an integer between 0-2 or 8-9,If NPATGFR1 < 0 or NPATGFR1 > 2 and ne 8-9,,,,,
np-m-316,316,Error,np,NPATGFR2,Missingness,NPATGFR2 conditionally present,"If NPARTAG = 1 and NPATGFRN =1, NPATGFR2 cannot be blank","If Q18a. NPARTAG (Is ARTAG pathology present?) = 1 (Yes) and Q18e. NPATGFRN (Is ARTAG pathology present in the FRONTAL NEOCORTEX?) = 1 (Yes), Q18f2. NPATGFR2 (Localization of ARTAG pathology in the frontal neocortex: Gray matter) cannot be blank",If NPARTAG =1 and NPATGFRN = 1 and NPATGFR2 = blank,,"NPARTAG, NPATGFRN, NPATGFR2",,,
np-m-317,317,Error,np,NPATGFR2,Missingness,NPATGFR2 conditionally blank,"If NPARTAG ne 1 or NPATGFRN ne 1, NPATGFR2 must be blank","If Q18a. NPARTAG (Is ARTAG pathology present?) ne 1 (Yes) or Q18e. NPATGFRN (Is ARTAG pathology present in the FRONTAL NEOCORTEX?) ne 1 (Yes), Q18f2. NPATGFR2 (Localization of ARTAG pathology in the frontal neocortex: Gray matter) must be blank",If NPARTAG ne 1 OR NPATGFRN = 1 and NPATGFR2 ne blank,,"NPARTAG, NPATGFRN, NPATGFR2",,,
np-c-318,318,Error,np,NPATGFR2,Conformity,NPATGFR2 conforms,NPATGFR2 must be an integer between 0-2 or 8-9,Q18f2. NPATGFR2 (Localization of ARTAG pathology in the frontal neocortex: Gray matter) must be an integer between 0-2 or 8-9,If NPATGFR2 < 0 or NPATGFR2 > 2 and ne 8-9,,,,,
np-m-319,319,Error,np,NPATGFR3,Missingness,NPATGFR3 conditionally present,"If NPARTAG = 1 and NPATGFRN =1, NPATGFR3 cannot be blank","If Q18a. NPARTAG (Is ARTAG pathology present?) = 1 (Yes) and Q18e. NPATGFRN (Is ARTAG pathology present in the FRONTAL NEOCORTEX?) = 1 (Yes), Q18f3. NPATGFR3 (Localization of ARTAG pathology in the frontal neocortex: White matter) cannot be blank",If NPARTAG =1 and NPATGFRN = 1 and NPATGFR3 = blank,,"NPARTAG, NPATGFRN, NPATGFR3",,,
np-m-320,320,Error,np,NPATGFR3,Missingness,NPATGFR3 conditionally blank,"If NPARTAG ne 1 or NPATGFRN ne 1, NPATGFR3 must be blank","If Q18a. NPARTAG (Is ARTAG pathology present?) ne 1 (Yes) or Q18e. NPATGFRN (Is ARTAG pathology present in the FRONTAL NEOCORTEX?) ne 1 (Yes), Q18f3. NPATGFR3 (Localization of ARTAG pathology in the frontal neocortex: White matter) must be blank",If NPARTAG ne 1 OR NPATGFRN = 1 and NPATGFR3 ne blank,,"NPARTAG, NPATGFRN, NPATGFR3",,,
np-c-321,321,Error,np,NPATGFR3,Conformity,NPATGFR3 conforms,NPATGFR3 must be an integer between 0-2 or 8-9,Q18f3. NPATGFR3 (Localization of ARTAG pathology in the frontal neocortex: White matter) must be an integer between 0-2 or 8-9,If NPATGFR3 < 0 or NPATGFR3 > 2 and ne 8-9,,,,,
np-m-322,322,Error,np,NPATGFR4,Missingness,NPATGFR4 conditionally present,"If NPARTAG = 1 and NPATGFRN =1, NPATGFR4 cannot be blank","If Q18a. NPARTAG (Is ARTAG pathology present?) = 1 (Yes) and Q18e. NPATGFRN (Is ARTAG pathology present in the FRONTAL NEOCORTEX?) = 1 (Yes), Q18f4. NPATGFR4 (Localization of ARTAG pathology in the frontal neocortex: Perivascular) cannot be blank",If NPARTAG =1 and NPATGFRN = 1 and NPATGFR4 = blank,,"NPARTAG, NPATGFRN, NPATGFR4",,,
np-m-323,323,Error,np,NPATGFR4,Missingness,NPATGFR4 conditionally blank,"If NPARTAG ne 1 or NPATGFRN ne 1, NPATGFR4 must be blank","If Q18a. NPARTAG (Is ARTAG pathology present?) ne 1 (Yes) or Q18e. NPATGFRN (Is ARTAG pathology present in the FRONTAL NEOCORTEX?) ne 1 (Yes), Q18f4. NPATGFR4 (Localization of ARTAG pathology in the frontal neocortex: Perivascular) must be blank",If NPARTAG ne 1 OR NPATGFRN = 1 and NPATGFR4 ne blank,,"NPARTAG, NPATGFRN, NPATGFR4",,,
np-c-324,324,Error,np,NPATGFR4,Conformity,NPATGFR4 conforms,NPATGFR4 must be an integer between 0-2 or 8-9,Q18f4. NPATGFR4 (Localization of ARTAG pathology in the frontal neocortex: Perivascular) must be an integer between 0-2 or 8-9,If NPATGFR4 < 0 or NPATGFR4 > 2 and ne 8-9,,,,,
np-m-325,325,Error,np,NPPDXA,Missingness,NPPDXA must be present,NPPDXA cannot be blank,Q19a. NPPDXA (Pigment-spheroid degeneration/NBIA) cannot be blank,If NPPDXA = blank,,,,,
np-c-326,326,Error,np,NPPDXA,Conformity,NPPDXA conforms,NPPDXA must be an integer between 0-1 or 8-9,Q19a. NPPDXA (Pigment-spheroid degeneration/NBIA) must be an integer between 0-1 or 8-9,If NPPDXA < 0 or NPPDXA > 1 and ne 8-9,,,,,
