Conformity_missingness checks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Form,Packet,Q#,Variable,Error_alert test name,Short test Description (English),Full test Description (English),Test Description Logic,Form(s) compared in test,Variable(s) compared in test,Error or alert?,Can be done in REDCap?,Type of test,Were these variables_concepts previous versions of UDS?,Question(s) for domain experts,,,,,,,,,,,,,,,,,,,,,
A3,I,4l5,KID12MEVAL,KID12MEVAL conditionally blank,"If KIDS is <12, 888 (N/A) or 999 (Unknown) or KID12NPSYC is 0 (No neurological illness) or 9 (Unknown) then KID12MEVAL must be blank","If Q4. KIDS (How many children?) is <12, 888 (N/A) or 999 (Unknown) or Q4l3. KID12NPSYC (Child 12 neurological/psychological condition) is 0 (No neurological illness) or 9 (Unknown) then Q4l5. KID12MEVAL (Child 12 neurological/psychological condition) must be blank",IF ((KIDS is <12 or =888 or =999) or (KID12NPSYC= 0 or 9)) and KID12MEVALneblank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4l5,KID12MEVAL,KID12MEVAL conforms,KID12MEVAL must be an integer between 1 and 4,Q4l5. KID12MEVAL (Child 12 method of evaluation) must be an integer between 1 and 4,IF KID12MEVAL <1 or >4,n/a,n/a,Error,,Conformity,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4l6,KID12AGO,KID12AGO  conditionally present,if KIDS is (>11 and <77) and KID12NPSYC is in (1-5) then KID12AGO  must be present,if Q4. KIDS (How many children?) is (>11 and <77) and Q4l3. KID12NPSYC (Child 12 neurological/psychological condition) is in (1-5) then Q4l6. KID12AGO (Child 12 age of onset) must be present,IF KIDS is (>11 and <77) and KID12NPSYC in (1-5) and KID12AGO =blank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4l6,KID12AGO,KID12AGO  conditionally blank,"If KIDS is <12, 888 (N/A) or 999 (Unknown) or KID12NPSYC is 0 (No neurological illness) or 9 (Unknown) then KID12AGO must be blank","If Q4. KIDS (How many children?) is <12, 888 (N/A) or 999 (Unknown) or Q4l3. KID12NPSYC (Child 12 neurological/psychological condition) is 0 (No neurological illness) or 9 (Unknown) then Q4l6. KID12AGO (Child 12 age of onset) must be blank",IF ((KIDS is <12 or =888 or =999) or (KID12NPSYC= 0 or 9)) and KID12AGOneblank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4l6,KID12AGO,KID12AGO conforms,"KID12AGO  must be an integer between 0 and 110, or =888 (N/A) or 999 (Unknown)","Q4l6. KID12AGO (Child 12 age of onset) must be an integer between 0 and 110, or =888 (N/A) or 999 (Unknown)",IF KID12AGO  <0 or (KID12AGO  >110 and ne 888 or 999),n/a,n/a,Error,,Conformity,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4l6,KID12AGO ,KID12AGO cannot be > than KID12AGD,KID12AGO must be <= KID12AGD,Q4l6. KID12AGO (Child 12 age of onset) must be <= Q4l2. KID12AGD (Child 12 death age),If KID12AGO > KID12AGD,n/a,n/a,Error,,Conformity,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4m1,KID13YOB,KID13YOB conditionally present,if KIDS is (>12 and <77) then KID13YOB must be present,if Q4. KIDS (How many children?) is (>12 and <77) then Q4m1. KID13YOB (Child 13 birth year) must be present,IF KIDS is (>12 and <77) and KID13YOB=blank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4m1,KID13YOB,KID13YOB conditionally blank,"If KIDS is <13, 888 (N/A) or 999 (Unknown) then KID13YOB must be blank","If Q4. KIDS (How many children?) is <13, 888 (N/A) or 999 (Unknown) then Q4m1. KID13YOB (Child 13 birth year) must be blank",IF (KIDS is <13 or =888 or =999) and KID13YOBneblank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4m1,KID13YOB,KID13YOB conforms,"KID13YOB must be a year between 1875 and the current year, or =9999 (Unknown)","4m1. KID13YOB (Child 13 birth year) must be a year between 1875 and the current year, or =9999 (Unknown)",IF  KID13YOB<1875 or (KID13YOB> current year and ne 9999),n/a,n/a,Error,,Conformity,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4m2,KID13AGD,KID13AGD conditionally present,if KIDS is (>12 and <77) then KID13AGD must be present,if Q4. KIDS (How many children?) is (>12 and <77) then Q4m2. KID13AGD (Child 13 death age) must be present,IF KIDS is (>12 and <77) and KID13AGD=blank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4m2,KID13AGD,KID13AGD conditionally blank,"If KIDS is <13, 888 (N/A) or 999 (Unknown) then KID13AGD must be blank","If Q4. KIDS (How many children?) is <13, 888 (N/A) or 999 (Unknown) then Q4m2. KID13AGD (Child 13 death age) must be blank",IF (KIDS is <13 or =888 or =999) and KID13AGDneblank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4m2,KID13AGD,KID13AGD conforms,"KID13AGD must be an integer between 0 and 110, or =888 (N/A) or 999 (Unknown)","Q4m2. KID13AGD (Child 13 death age) must be an integer between 0 and 110, or =888 (N/A) or 999 (Unknown)",IF KID13AGD <0 or (KID13AGD >110 and ne 888 or 999),n/a,n/a,Error,,Conformity,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4m3,KID13NPSYC,KID13NPSYC conditionally present,if KIDS is (>12 and <77) then KID13NPSYC must be present,if Q4. KIDS (How many children?) is (>12 and <77) then Q4m3. KID13NPSYC (Child 13 neurological/psychological condition) must be present,IF KIDS is (>12 and <77) and KID13NPSYC=blank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4m3,KID13NPSYC,KID13NPSYC conditionally blank,"If KIDS is <13, 888 (N/A) or 999 (Unknown) then KID13NPSYC must be blank","If Q4. KIDS (How many children?) is <13, 888 (N/A) or 999 (Unknown) then Q4m3. KID13NPSYC (Child 13 neurological/psychological condition) must be blank",IF (KIDS is <13 or =888 or =999) and KID13NPSYCneblank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4m3,KID13NPSYC,KID13NPSYC conforms,"KID13NPSYC must be an integer between 0 and 5, or =9 (Unknown)","Q4m3. KID13NPSYC (Child 13 neurological/psychological condition) must be an integer between 0 and 5, or =9 (Unknown)",IF KID13NPSYC <0 or (KID13NPSYC >5 and ne 9),n/a,n/a,Error,,Conformity,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4m4,KID13ETPR,KID13ETPR conditionally present,if KIDS is (>12 and <77) and KID13NPSYC is in (1-5) then KID13ETPR must be present,If Q4. KIDS (How many children?) is (>12 and <77) and Q4m3. KID13NPSYC (Child 13 neurological/psychological condition) is in (1-5) then Q4m4. KID13ETPR (Child 13 primary dx) must be present,IF KIDS is (>12 and <77) and KID13NPSYC is in (1-5) and KID13ETPR=blank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4m4,KID13ETPR,KID13ETPR conditionally blank,"If KIDS is <13, 888 (N/A) or 999 (Unknown) or KID13NPSYC is 0 (No neurological illness) or 9 (Unknown) then KID13ETPR must be blank","If Q4. KIDS (How many children?) is <13, 888 (N/A) or 999 (Unknown) or Q4m3. KID13NPSYC (Child 13 neurological/psychological condition) is 0 (No neurological illness) or 9 (Unknown) then Q4m4. KID13ETPRC (Child 13 neurological/psychological condition) must be blank",IF ((KIDS is <13 or =888 or =999) or (KID13NPSYC= 0 or 9)) and KID13ETPRneblank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4m4,KID13ETPR,KID13ETPR conforms,"KID13ETPR must be a code between 01 and 09, or =99 (Unknown)","4m4. KID13ETPR (Child 13 primary dx) must be a code between 01 and 09, or =99 (Unknown)",IF KID13ETPR <01 or (KID13ETPR >09 and ne 99),n/a,n/a,Error,,Conformity,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4m5,KID13MEVAL,KID13MEVAL conditionally present,if KIDS is (>12 and <77) and KID13NPSYC is in (1-5) then KID13MEVAL must be present,if Q4. KIDS (How many children?) is (>12 and <77) and Q4m3. KID13NPSYC (Child 13 neurological/psychological condition) is in (1-5) then Q4m5. KID13MEVAL (Child 13 method of evaluation) must be present,IF KIDS is (>12 and <77) and KID13NPSYC in (1-5) and KID13MEVAL=blank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4m5,KID13MEVAL,KID13MEVAL conditionally blank,"If KIDS is <13, 888 (N/A) or 999 (Unknown) or KID13NPSYC is 0 (No neurological illness) or 9 (Unknown) then KID13MEVAL must be blank","If Q4. KIDS (How many children?) is <13, 888 (N/A) or 999 (Unknown) or Q4m3. KID13NPSYC (Child 13 neurological/psychological condition) is 0 (No neurological illness) or 9 (Unknown) then Q4m5. KID13MEVAL (Child 13 neurological/psychological condition) must be blank",IF ((KIDS is <13 or =888 or =999) or (KID13NPSYC= 0 or 9)) and KID13MEVALneblank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4m5,KID13MEVAL,KID13MEVAL conforms,KID13MEVAL must be an integer between 1 and 4,Q4m5. KID13MEVAL (Child 13 method of evaluation) must be an integer between 1 and 4,IF KID13MEVAL <1 or >4,n/a,n/a,Error,,Conformity,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4m6,KID13AGO,KID13AGO  conditionally present,if KIDS is (>12 and <77) and KID13NPSYC is in (1-5) then KID13AGO  must be present,if Q4. KIDS (How many children?) is (>12 and <77) and Q4m3. KID13NPSYC (Child 13 neurological/psychological condition) is in (1-5) then Q4m6. KID13AGO (Child 13 age of onset) must be present,IF KIDS is (>12 and <77) and KID13NPSYC in (1-5) and KID13AGO =blank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4m6,KID13AGO,KID13AGO  conditionally blank,"If KIDS is <13, 888 (N/A) or 999 (Unknown) or KID13NPSYC is 0 (No neurological illness) or 9 (Unknown) then KID13AGO must be blank","If Q4. KIDS (How many children?) is <13, 888 (N/A) or 999 (Unknown) or Q4m3. KID13NPSYC (Child 13 neurological/psychological condition) is 0 (No neurological illness) or 9 (Unknown) then Q4m6. KID13AGO (Child 13 age of onset) must be blank",IF ((KIDS is <13 or =888 or =999) or (KID13NPSYC= 0 or 9)) and KID13AGOneblank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4m6,KID13AGO,KID13AGO conforms,"KID13AGO  must be an integer between 0 and 110, or =888 (N/A) or 999 (Unknown)","Q4m6. KID13AGO (Child 13 age of onset) must be an integer between 0 and 110, or =888 (N/A) or 999 (Unknown)",IF KID13AGO  <0 or (KID13AGO  >110 and ne 888 or 999),n/a,n/a,Error,,Conformity,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4m6,KID13AGO ,KID13AGO cannot be > than KID13AGD,KID13AGO must be <= KID13AGD,Q4m6. KID13AGO (Child 13 age of onset) must be <= Q4m2. KID13AGD (Child 13 death age),If KID13AGO > KID13AGD,n/a,n/a,Error,,Conformity,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4n1,KID14YOB,KID14YOB conditionally present,if KIDS is (>13 and <77) then KID14YOB must be present,if Q4. KIDS (How many children?) is (>13 and <77) then Q4n1. KID14YOB (Child 14 birth year) must be present,IF KIDS is (>13 and <77) and KID14YOB=blank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4n1,KID14YOB,KID14YOB conditionally blank,"If KIDS is <14, 888 (N/A) or 999 (Unknown) then KID14YOB must be blank","If Q4. KIDS (How many children?) is <14, 888 (N/A) or 999 (Unknown) then Q4n1. KID14YOB (Child 14 birth year) must be blank",IF (KIDS is <14 or =888 or =999) and KID14YOBneblank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4n1,KID14YOB,KID14YOB conforms,"KID14YOB must be a year between 1875 and the current year, or =9999 (Unknown)","4n1. KID14YOB (Child 14 birth year) must be a year between 1875 and the current year, or =9999 (Unknown)",IF  KID14YOB<1875 or (KID14YOB> current year and ne 9999),n/a,n/a,Error,,Conformity,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4n2,KID14AGD,KID14AGD conditionally present,if KIDS is (>13 and <77) then KID14AGD must be present,if Q4. KIDS (How many children?) is (>13 and <77) then Q4n2. KID14AGD (Child 14 death age) must be present,IF KIDS is (>13 and <77) and KID14AGD=blank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4n2,KID14AGD,KID14AGD conditionally blank,"If KIDS is <14, 888 (N/A) or 999 (Unknown) then KID14AGD must be blank","If Q4. KIDS (How many children?) is <14, 888 (N/A) or 999 (Unknown) then Q4n2. KID14AGD (Child 14 death age) must be blank",IF (KIDS is <14 or =888 or =999) and KID14AGDneblank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4n2,KID14AGD,KID14AGD conforms,"KID14AGD must be an integer between 0 and 110, or =888 (N/A) or 999 (Unknown)","Q4n2. KID14AGD (Child 14 death age) must be an integer between 0 and 110, or =888 (N/A) or 999 (Unknown)",IF KID14AGD <0 or (KID14AGD >110 and ne 888 or 999),n/a,n/a,Error,,Conformity,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4n3,KID14NPSYC,KID14NPSYC conditionally present,if KIDS is (>13 and <77) then KID14NPSYC must be present,if Q4. KIDS (How many children?) is (>13 and <77) then Q4n3. KID14NPSYC (Child 14 neurological/psychological condition) must be present,IF KIDS is (>13 and <77) and KID14NPSYC=blank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4n3,KID14NPSYC,KID14NPSYC conditionally blank,"If KIDS is <14, 888 (N/A) or 999 (Unknown) then KID14NPSYC must be blank","If Q4. KIDS (How many children?) is <14, 888 (N/A) or 999 (Unknown) then Q4n3. KID14NPSYC (Child 14 neurological/psychological condition) must be blank",IF (KIDS is <14 or =888 or =999) and KID14NPSYCneblank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4n3,KID14NPSYC,KID14NPSYC conforms,"KID14NPSYC must be an integer between 0 and 5, or =9 (Unknown)","Q4n3. KID14NPSYC (Child 14 neurological/psychological condition) must be an integer between 0 and 5, or =9 (Unknown)",IF KID14NPSYC <0 or (KID14NPSYC >5 and ne 9),n/a,n/a,Error,,Conformity,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4n4,KID14ETPR,KID14ETPR conditionally present,if KIDS is (>13 and <77) and KID14NPSYC is in (1-5) then KID14ETPR must be present,If Q4. KIDS (How many children?) is (>13 and <77) and Q4n3. KID14NPSYC (Child 14 neurological/psychological condition) is in (1-5) then Q4n4. KID14ETPR (Child 14 primary dx) must be present,IF KIDS is (>13 and <77) and KID14NPSYC is in (1-5) and KID14ETPR=blank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4n4,KID14ETPR,KID14ETPR conditionally blank,"If KIDS is <14, 888 (N/A) or 999 (Unknown) or KID14NPSYC is 0 (No neurological illness) or 9 (Unknown) then KID14ETPR must be blank","If Q4. KIDS (How many children?) is <14, 888 (N/A) or 999 (Unknown) or Q4n3. KID14NPSYC (Child 14 neurological/psychological condition) is 0 (No neurological illness) or 9 (Unknown) then Q4n4. KID14ETPRC (Child 14 neurological/psychological condition) must be blank",IF ((KIDS is <14 or =888 or =999) or (KID14NPSYC= 0 or 9)) and KID14ETPRneblank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4n4,KID14ETPR,KID14ETPR conforms,"KID14ETPR must be a code between 01 and 09, or =99 (Unknown)","4n4. KID14ETPR (Child 14 primary dx) must be a code between 01 and 09, or =99 (Unknown)",IF KID14ETPR <01 or (KID14ETPR >09 and ne 99),n/a,n/a,Error,,Conformity,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4n5,KID14MEVAL,KID14MEVAL conditionally present,if KIDS is (>13 and <77) and KID14NPSYC is in (1-5) then KID14MEVAL must be present,if Q4. KIDS (How many children?) is (>13 and <77) and Q4n3. KID14NPSYC (Child 14 neurological/psychological condition) is in (1-5) then Q4n5. KID14MEVAL (Child 14 method of evaluation) must be present,IF KIDS is (>13 and <77) and KID14NPSYC in (1-5) and KID14MEVAL=blank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4n5,KID14MEVAL,KID14MEVAL conditionally blank,"If KIDS is <14, 888 (N/A) or 999 (Unknown) or KID14NPSYC is 0 (No neurological illness) or 9 (Unknown) then KID14MEVAL must be blank","If Q4. KIDS (How many children?) is <14, 888 (N/A) or 999 (Unknown) or Q4n3. KID14NPSYC (Child 14 neurological/psychological condition) is 0 (No neurological illness) or 9 (Unknown) then Q4n5. KID14MEVAL (Child 14 neurological/psychological condition) must be blank",IF ((KIDS is <14 or =888 or =999) or (KID14NPSYC= 0 or 9)) and KID14MEVALneblank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4n5,KID14MEVAL,KID14MEVAL conforms,KID14MEVAL must be an integer between 1 and 4,Q4n5. KID14MEVAL (Child 14 method of evaluation) must be an integer between 1 and 4,IF KID14MEVAL <1 or >4,n/a,n/a,Error,,Conformity,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4n6,KID14AGO,KID14AGO  conditionally present,if KIDS is (>13 and <77) and KID14NPSYC is in (1-5) then KID14AGO  must be present,if Q4. KIDS (How many children?) is (>13 and <77) and Q4n3. KID14NPSYC (Child 14 neurological/psychological condition) is in (1-5) then Q4n6. KID1XAGO (Child 14 age of onset) must be present,IF KIDS is (>13 and <77) and KID14NPSYC in (1-5) and KID14AGO =blank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4n6,KID14AGO,KID14AGO  conditionally blank,"If KIDS is <14, 888 (N/A) or 999 (Unknown) or KID14NPSYC is 0 (No neurological illness) or 9 (Unknown) then KID14AGO must be blank","If Q4. KIDS (How many children?) is <14, 888 (N/A) or 999 (Unknown) or Q4n3. KID14NPSYC (Child 14 neurological/psychological condition) is 0 (No neurological illness) or 9 (Unknown) then Q4n6. KID14AGO (Child 14 age of onset) must be blank",IF ((KIDS is <14 or =888 or =999) or (KID14NPSYC= 0 or 9)) and KID14AGOneblank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4n6,KID14AGO,KID14AGO conforms,"KID14AGO  must be an integer between 0 and 110, or =888 (N/A) or 999 (Unknown)","Q4n6. KID14AGO (Child 14 age of onset) must be an integer between 0 and 110, or =888 (N/A) or 999 (Unknown)",IF KID14AGO  <0 or (KID14AGO  >110 and ne 888 or 999),n/a,n/a,Error,,Conformity,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4n6,KID14AGO ,KID14AGO cannot be > than KID14AGD,KID14AGO must be <= KID14AGD,Q4n6. KID14AGO (Child 14 age of onset) must be <= Q4n2. KID14AGD (Child 14 death age),If KID14AGO > KID14AGD,n/a,n/a,Error,,Conformity,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4o1,KID15YOB,KID15YOB conditionally present,if KIDS is (>14 and <77) then KID15YOB must be present,if Q4. KIDS (How many children?) is (>14 and <77) then Q4o1. KID15YOB (Child 15 birth year) must be present,IF KIDS is (>14 and <77) and KID15YOB=blank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4o1,KID15YOB,KID15YOB conditionally blank,"If KIDS is <15, 888 (N/A) or 999 (Unknown) then KID15YOB must be blank","If Q4. KIDS (How many children?) is <15, 888 (N/A) or 999 (Unknown) then Q4o1. KID15YOB (Child 15 birth year) must be blank",IF (KIDS is <15 or =888 or =999) and KID15YOBneblank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4o1,KID15YOB,KID15YOB conforms,"KID15YOB must be a year between 1875 and the current year, or =9999 (Unknown)","4o1. KID15YOB (Child 15 birth year) must be a year between 1875 and the current year, or =9999 (Unknown)",IF  KID15YOB<1875 or (KID15YOB> current year and ne 9999),n/a,n/a,Error,,Conformity,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4o2,KID15AGD,KID15AGD conditionally present,if KIDS is (>14 and <77) then KID15AGD must be present,if Q4. KIDS (How many children?) is (>14 and <77) then Q4o2. KID15AGD (Child 15 death age) must be present,IF KIDS is (>14 and <77) and KID15AGD=blank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4o2,KID15AGD,KID15AGD conditionally blank,"If KIDS is <15, 888 (N/A) or 999 (Unknown) then KID15AGD must be blank","If Q4. KIDS (How many children?) is <15, 888 (N/A) or 999 (Unknown) then Q4o2. KID15AGD (Child 15 death age) must be blank",IF (KIDS is <15 or =888 or =999) and KID15AGDneblank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4o2,KID15AGD,KID15AGD conforms,"KID15AGD must be an integer between 0 and 110, or =888 (N/A) or 999 (Unknown)","Q4o2. KID15AGD (Child 15 death age) must be an integer between 0 and 110, or =888 (N/A) or 999 (Unknown)",IF KID15AGD <0 or (KID15AGD >110 and ne 888 or 999),n/a,n/a,Error,,Conformity,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4o3,KID15NPSYC,KID15NPSYC conditionally present,if KIDS is (>14 and <77) then KID15NPSYC must be present,if Q4. KIDS (How many children?) is (>14 and <77) then Q4o3. KID15NPSYC (Child 15 neurological/psychological condition) must be present,IF KIDS is (>14 and <77) and KID15NPSYC=blank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4o3,KID15NPSYC,KID15NPSYC conditionally blank,"If KIDS is <15, 888 (N/A) or 999 (Unknown) then KID15NPSYC must be blank","If Q4. KIDS (How many children?) is <15, 888 (N/A) or 999 (Unknown) then Q4o3. KID15NPSYC (Child 15 neurological/psychological condition) must be blank",IF (KIDS is <15 or =888 or =999) and KID15NPSYCneblank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4o3,KID15NPSYC,KID15NPSYC conforms,"KID15NPSYC must be an integer between 0 and 5, or =9 (Unknown)","Q4o3. KID15NPSYC (Child 15 neurological/psychological condition) must be an integer between 0 and 5, or =9 (Unknown)",IF KID15NPSYC <0 or (KID15NPSYC >5 and ne 9),n/a,n/a,Error,,Conformity,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4o4,KID15ETPR,KID15ETPR conditionally present,if KIDS is (>14 and <77) and KID15NPSYC is in (1-5) then KID15ETPR must be present,If Q4. KIDS (How many children?) is (>14 and <77) and Q4o3. KID15NPSYC (Child 15 neurological/psychological condition) is in (1-5) then Q4o4. KID15ETPR (Child 15 primary dx) must be present,IF KIDS is (>14 and <77) and KID15NPSYC is in (1-5) and KID15ETPR=blank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4o4,KID15ETPR,KID15ETPR conditionally blank,"If KIDS is <15, 888 (N/A) or 999 (Unknown) or KID15NPSYC is 0 (No neurological illness) or 9 (Unknown) then KID15ETPR must be blank","If Q4. KIDS (How many children?) is <15, 888 (N/A) or 999 (Unknown) or Q4o3. KID15NPSYC (Child 15 neurological/psychological condition) is 0 (No neurological illness) or 9 (Unknown) then Q4o4. KID15ETPRC (Child 15 neurological/psychological condition) must be blank",IF ((KIDS is <15 or =888 or =999) or (KID15NPSYC= 0 or 9)) and KID15ETPRneblank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4o4,KID15ETPR,KID15ETPR conforms,"KID15ETPR must be a code between 01 and 09, or =99 (Unknown)","4o4. KID15ETPR (Child 15 primary dx) must be a code between 01 and 09, or =99 (Unknown)",IF KID15ETPR <01 or (KID15ETPR >09 and ne 99),n/a,n/a,Error,,Conformity,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4o5,KID15MEVAL,KID15MEVAL conditionally present,if KIDS is (>14 and <77) and KID15NPSYC is in (1-5) then KID15MEVAL must be present,if Q4. KIDS (How many children?) is (>14 and <77) and Q4o3. KID15NPSYC (Child 15 neurological/psychological condition) is in (1-5) then Q4o5. KID15MEVAL (Child 15 method of evaluation) must be present,IF KIDS is (>14 and <77) and KID15NPSYC in (1-5) and KID15MEVAL=blank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4o5,KID15MEVAL,KID15MEVAL conditionally blank,"If KIDS is <15, 888 (N/A) or 999 (Unknown) or KID15NPSYC is 0 (No neurological illness) or 9 (Unknown) then KID15MEVAL must be blank","If Q4. KIDS (How many children?) is <15, 888 (N/A) or 999 (Unknown) or Q4o3. KID15NPSYC (Child 15 neurological/psychological condition) is 0 (No neurological illness) or 9 (Unknown) then Q4o5. KID15MEVAL (Child 15 neurological/psychological condition) must be blank",IF ((KIDS is <15 or =888 or =999) or (KID15NPSYC= 0 or 9)) and KID15MEVALneblank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4o5,KID15MEVAL,KID15MEVAL conforms,KID15MEVAL must be an integer between 1 and 4,Q4o5. KID15MEVAL (Child 15 method of evaluation) must be an integer between 1 and 4,IF KID15MEVAL <1 or >4,n/a,n/a,Error,,Conformity,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4o6,KID15AGO,KID15AGO  conditionally present,if KIDS is (>14 and <77) and KID15NPSYC is in (1-5) then KID15AGO  must be present,if Q4. KIDS (How many children?) is (>14 and <77) and Q4o3. KID15NPSYC (Child 15 neurological/psychological condition) is in (1-5) then Q4o6. KID15AGO (Child 15 age of onset) must be present,IF KIDS is (>14 and <77) and KID15NPSYC in (1-5) and KID15AGO =blank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4o6,KID15AGO,KID15AGO  conditionally blank,"If KIDS is <15, 888 (N/A) or 999 (Unknown) or KID15NPSYC is 0 (No neurological illness) or 9 (Unknown) then KID15AGO must be blank","If Q4. KIDS (How many children?) is <15, 888 (N/A) or 999 (Unknown) or Q4o3. KID15NPSYC (Child 15 neurological/psychological condition) is 0 (No neurological illness) or 9 (Unknown) then Q4o6. KID15AGO (Child 15 age of onset) must be blank",IF ((KIDS is <15 or =888 or =999) or (KID15NPSYC= 0 or 9)) and KID15AGOneblank,n/a,n/a,Error,,Missingness,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4o6,KID15AGO,KID15AGO conforms,"KID15AGO  must be an integer between 0 and 110, or =888 (N/A) or 999 (Unknown)","Q4o6. KID15AGO (Child 15 age of onset) must be an integer between 0 and 110, or =888 (N/A) or 999 (Unknown)",IF KID15AGO  <0 or (KID15AGO  >110 and ne 888 or 999),n/a,n/a,Error,,Conformity,Yes,,,,,,,,,,,,,,,,,,,,,,
A3,I,4o6,KID15AGO ,KID15AGO cannot be > than KID15AGD,KID15AGO must be <= KID15AGD,Q4o6. KID15AGO (Child 15 age of onset) must be <= Q4o2. KID15AGD (Child 15 death age),If KID15AGO > KID15AGD,n/a,n/a,Error,,Conformity,Yes,,,,,,,,,,,,,,,,,,,,,,
