Form,Packet,Variable,Error_alert test name,Short test Description (English),Full test Description (English),Test Description Logic,Form(s) compared in test,Variable(s) compared in test,Error or alert?,Can be done in REDCap?,Type of test,Were these variables_concepts previous versions of UDS?,Question(s) for domain experts,,,,,,,,,,,,,,,,,,,,,
C2,IVP,CERAD1REC,CERAD1REC conditionally blank,If VERBALTEST is 1 then CERAD1REC must be blank,If Q12. VERBALTEST (verbal learning test) is 1 then Q14a. CERAD1REC (trial 1 recall) must be blank,VERBALTEST=1 and CERAD1REC is not blank,,,Error,Yes,Missingness,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,CERAD1READ,CERAD1READ conditionally present,If CERAD1REC is between 0 and 10 then CERAD1READ cannot be blank,If Q14a. CERAD1REC (trial 1 recall) is between 0 and 10 then Q14b. CERAD1READ (trial 1 can't read) cannot be blank,CERAD1REC>0 and CERAD1REC<10 and CERAD1READ is not blank,,,Error,Yes,Missingness,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,CERAD1READ,CERAD1READ conforms,If CERAD1REC is between 0 and 10 then CERAD1READ must be between 0 and 10,If Q14a. CERAD1REC (trial 1 recall) is between 0 and 10 then Q14b. CERAD1READ (trial 1 can't read) must be between 0 and 10,CERAD1REC>0 and CERAD1REC<10 and (CERAD1READ<0 or CERAD1READ>10),,,Error,Yes,Conformity,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,CERAD1READ,CERAD1READ conditionally blank,If CERAD1REC is between 95 and 98 then CERAD1READ must be blank,If Q14a. CERAD1REC (trial 1 recall) is between 95 and 98 then Q14b. CERAD1READ (trial 1 can't read) must be blank,"CERAD1REC=95,96,97,98 and CERAD1READ is not blank",,,Error,Yes,Missingness,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,CERAD1INT,CERAD1INT conditionally present,If CERAD1REC is between 0 and 10 then CERAD1INT cannot be blank,If Q14a. CERAD1REC (trial 1 recall) is between 0 and 10 then Q14c. CERAD1INT (trial 1 intrustions)  cannot be blank,CERAD1REC>0 and CERAD1REC<10 and CERAD1INT=blank,,,Error,Yes,Missingness,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,CERAD1INT,CERAD1INT conforms,If CERAD1REC is between 0 and 10 then CERAD1INT must be between 0 and 99,If Q14a. CERAD1REC (trial 1 recall) is between 0 and 10 then Q14c. CERAD1INT (trial 1 intrusions) must be between 0 and 99,CERAD1REC>0 and CERAD1REC<10 and (CERAD1INT<0 or CERAD1INT>99),,,Error,Yes,Conformity,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,CERAD1INT,CERAD1INT conditionally blank,If CERAD1REC is between 95 and 98 then CERAD1INT must be blank,If Q14a. CERAD1REC (trial 1 recall) is between 95 and 98 then Q14c. CERAD1INT (trial 1 intrusions) must be blank,"CERA1REC=95,96,97,98 and CERAD1INT is not blank",,,Error,Yes,Missingness,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,CERAD2REC,CERAD2REC conditionally present,If CERAD1REC is between 0 and 10 then CERAD2REC cannot be blank,If Q14a. CERAD1REC (trial 1 recall) is between 0 and 10 then Q14d. CERAD2REC (trial 2 recall) cannot be blank,CERAD1REC>0 and CERAD1REC<10 and CERAD2REC=blank,,,Error,Yes,Missingness,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,CERAD2REC,CERAD2REC conforms,If CERAD1REC is between 0 and 10 then CERAD2REC must be between 0 and 10,If Q14a. CERAD1REC (trial 1 recall) is between 0 and 10 then Q14d. CERAD2REC (trial 2 recall) must be between 0 and 10,CERAD1REC>0 and CERAD1REC<10 and (CERAD2REC<0 or CERAD2REC>10),,,Error,Yes,Conformity,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,CERAD2REC,CERAD2REC conditionally blank,If CERAD1REC is between 95 and 98 then CERAD2REC must be blank,If Q14a. CERAD1REC (trial 1 recall) is between 95 and 98 then Q14d. CERAD2REC (trial 2 recall) must be blank,"CERAD1REC=95,96,97,98 and CERAD2REC is not blank",,,Error,Yes,Missingness,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,CERAD2READ,CERAD2READ conditionally present,If CERAD1REC is between 0 and 10 then CERAD2READ cannot be blank,If Q14a. CERAD1REC (trial 1 recall) is between 0 and 10 then Q14e. CERAD2READ (trial 2 can't read) cannot be blank,CERAD1REC>0 and CERAD1REC<10 and CERAD2READ=blank,,,Error,Yes,Missingness,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,CERAD2READ,CERAD2READ conforms,If CERAD1REC is between 0 and 10 then CERAD2READ must be between 0 and 10,If Q14a. CERAD1REC (trial 1 recall) is between 0 and 10 then Q14e. CERAD2READ (trial 2 can't read) must be between 0 and 10,CERAD1REC>0 and CERAD1REC<10 and (CERAD2READ<0 or CERAD2READ>10),,,Error,Yes,Conformity,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,CERAD2READ,CERAD2READ conditionally blank,If CERAD1REC is between 95 and 98 then CERAD2READ must be blank,If Q14a. CERAD1REC (trial 1 recall) is between 95 and 98 then Q14e. CERAD2READ (trial 2 can't read) must be blank,"CERAD1REC=95,96,97,98 and CERAD2READ is not blank",,,Error,Yes,Missingness,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,CERAD2INT,CERAD2INT conditionally present,If CERAD1REC is between 0 and 10 then CERAD2INT cannot be blank,If Q14a. CERAD1REC (trial 1 recall) is between 0 and 10 then Q14f. CERAD2INT (trial 2 intrusion) cannot be blank,CERAD1REC>0 and CERAD1REC<10 and CERAD2INT=blank,,,Error,Yes,Missingness,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,CERAD2INT,CERAD2INT conforms,If CERAD1REC is between 0 and 10 then CERAD2INT must be between 0 and 99,If Q14a. CERAD1REC (trial 1 recall) is between 0 and 10 then Q14f. CERAD2INT (trial 2 intrusion) must be between 0 and 99,CERAD1REC>0 and CERAD1REC<10 and (CERAD2INT<0 or CERAD2INT>99),,,Error,Yes,Conformity,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,CERAD2INT,CERAD2INT conditionally blank,If CERAD1REC is between 95 and 98 then CERAD2INT must be blank,If Q14a. CERAD1REC (trial 1 recall) is between 95 and 98 then Q14f. CERAD2INT (trial 2 intrusion) must be blank,"CERA1REC=95,96,97,98 and CERAD2INT is not blank",,,Error,Yes,Missingness,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,CERAD3REC,CERAD3REC conditionally present,If CERAD1REC is between 0 and 10 then CERAD3REC cannot be blank,If Q14a. CERAD1REC (trial 1 recall) is between 0 and 10 then Q14g. CERAD3REC (trial 3 recall) cannot be blank,CERAD1REC>0 and CERAD1REC<10 and CERAD3REC=blank,,,Error,Yes,Missingness,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,CERAD3REC,CERAD3REC conforms,If CERAD1REC is between 0 and 10 then CERAD3REC must be between 0 and 10,If Q14a. CERAD1REC (trial 1 recall) is between 0 and 10 then Q14g. CERAD3REC (trial 3 recall) must be between 0 and 10,CERAD1REC>0 and CERAD1REC<10 and (CERAD3REC<0 or CERAD3REC>10),,,Error,Yes,Conformity,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,CERAD3REC,CERAD3REC conditionally blank,If CERAD1REC is between 95 and 98 then CERAD3REC must be blank,If Q14a. CERAD1REC (trial 1 recall) is between 95 and 98 then Q14g. CERAD3REC (trial 3 recall) must be blank,"CERAD1REC=95,96,97,98 and CERAD3REC is not blank",,,Error,Yes,Missingness,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,CERAD3READ,CERAD3READ conditionally present,If CERAD1REC is between 0 and 10 then CERAD3READ cannot be blank,If Q14a. CERAD1REC (trial 1 recall) is between 0 and 10 then Q14h. CERAD3READ (trial 3 can't read) cannot be blank,CERAD1REC>0 and CERAD1REC<10 and CERAD3READ=blank,,,Error,Yes,Missingness,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,CERAD3READ,CERAD3READ conforms,If CERAD1REC is between 0 and 10 then CERAD3READ must be between 0 and 10,If Q14a. CERAD1REC (trial 1 recall) is between 0 and 10 then Q14h. CERAD3READ (trial 3 can't read) must be between 0 and 10,CERAD1REC>0 and CERAD1REC<10 and (CERAD3READ<0 or CERAD3READ>10),,,Error,Yes,Conformity,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,CERAD3READ,CERAD3READ conditionally blank,If CERAD1REC is between 95 and 98 then CERAD3READ must be blank,If Q14a. CERAD1REC (trial 1 recall) is between 95 and 98 then Q14h. CERAD3READ (trial 3 can't read) must be blank,"CERAD1REC=95,96,97,98 and CERAD3READ is not blank",,,Error,Yes,Missingness,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,CERAD3INT,CERAD2INT conditionally present,If CERAD1REC is between 0 and 10 then CERAD3INT cannot be blank,If Q14a. CERAD1REC (trial 1 recall) is between 0 and 10 then Q14i. CERAD3INT (trial 3 intrusion) cannot be blank,CERAD1REC>0 and CERAD1REC<10 and CERAD3INT=blank,,,Error,Yes,Missingness,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,CERAD3INT,CERAD2INT conforms,If CERAD1REC is between 0 and 10 then CERAD3INT must be between 0 and 99,If Q14a. CERAD1REC (trial 1 recall) is between 0 and 10 then Q14i. CERAD3INT (trial 3 intrusion) must be between 0 and 99,CERAD1REC>0 and CERAD1REC<10 and (CERAD3INT<0 or CERAD3INT>99),,,Error,Yes,Conformity,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,CERAD3INT,CERAD2INT conditionally blank,If CERAD1REC is between 95 and 98 then CERAD3INT must be blank,If Q14a. CERAD1REC (trial 1 recall) is between 95 and 98 then Q14i. CERAD3INT (trial 3 intrusion) must be blank,"CERA1REC=95,96,97,98 and CERAD3INT is not blank",,,Error,Yes,Missingness,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,CERADDTI,CERADDTI conditionally present,If CERAD1REC is between 0 and 10 then CERADDTI cannot be blank,If Q14a. CERAD1REC (trial 1 recall) is between 0 and 10 then Q15a. CERADDTI (delay time) cannot be blank,CERAD1REC>0 and CERAD1REC<10 and CERADDTI=blank,,,Error,Yes,Missingness,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,CERADDTI,CERADDTI conforms,If CERAD1REC is between 0 and 10 then CERADDTI must be between 0 and 85 or 99,If Q14a. CERAD1REC (trial 1 recall) is between 0 and 10 then Q15a. CERADDTI (delay time) must be between 0 and 85 or 99,CERAD1REC>0 and CERAD1REC<10 and (CERADDTI<0 or (CERADDTI>85 and CERADDTI is not 99)),,,Error,Yes,Conformity,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,CERADDTI,CERADDTI conditionally blank,If CERAD1REC is between 95 and 98 then CERADDTI must be blank,If Q14a. CERAD1REC (trial 1 recall) is between 95 and 98 then Q15a. CERADDTI (delay time) must be blank,"CERAD1REC=95,96,97,98 and CERADDTI is not blank",,,Error,Yes,Missingness,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,CERADJ6REC,CERADJ6REC conditionally present,If VERBALTEST is 2 then CERADJ6REC cannot be blank,If Q12. VERBALTEST (verbal learning test) is 2 then Q15b. CERADJ6REC (J6 recall) cannot be blank,VERBALTEST=2 and CERADJ6REC=blank,,,Error,Yes,Missingness,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,CERADJ6REC,CERADJ6REC conforms,"If VERBALTEST is 2 then CERADJ6REC must be between 0 and 10, or between 95 and 98","If Q12. VERBALTEST (verbal learning test) is 2 then Q15b. CERADJ6REC (J6 recall) must be between 0 and 10, or between 95 and 98","VERBALTEST=2 and (CERADJ6REC<0 or (CERADJ6REC>10 and CERADJ6REC is not 88,95,96,97,98))",,,Error,Yes,Conformity,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,CERADJ6REC,CERADJ6REC conditionally blank,If VERBALTEST is 1 then CERADJ6REC must be blank,If Q12. VERBALTEST (verbal learning test) is 1 then Q15b. CERADJ6REC (J6 recall) must be blank,VERBALTEST=1 and CERADJ6REC is not blank,,,Error,Yes,Missingness,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,CERADJ6INT,CERADJ6INT conditionally present,If CERADJ6REC is between 0 and 10 then CERADJ6INT cannot be blank,If Q15b. CERADJ6REC (J6 recall) is between 0 and 10 then Q15c. CERADJ6INT (J6 intrusion) cannot be blank,CERADJ6REC>0 and CERADJ6REC<10 and CERADJ6INT=blank,,,Error,Yes,Missingness,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,CERADJ6INT,CERADJ6INT conforms,If CERADJ6REC is between 0 and 10 then CERADJ6INT must be between 0 and 99,If Q15b. CERADJ6REC (J6 recall) is between 0 and 10 then Q15c. CERADJ6INT (J6 intrusion) must be between 0 and 99,CERADJ6REC>0 and CERADJ6REC<10 and (CERADJ6INT<0 or CERADJ6INT>99),,,Error,Yes,Conformity,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,CERADJ6INT,CERADJ6INT conditionally blank,If CERADJ6REC is between 95 and 98 then CERADJ6INT must be blank,If Q15b. CERADJ6REC (J6 recall) is between 95 and 98 then Q15c. CERADJ6INT (J6 intrusion) must be blank,"CERADJ6REC=95,96,97,98 and CERADJ6INT is not blank",,,Error,Yes,Missingness,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,CERADJ7YES,CERADJ7YES conditionally present,If CERADJ6REC is between 0 and 10 then CERADJ7YES cannot be blank,If Q15b. CERADJ6REC (J6 recall) is between 0 and 10 then Q15d. CERADJ7YES (total yes correct) cannot be blank,CERADJ6REC>0 and CERADJ6REC<10 and CERADJ7YES=blank,,,Error,Yes,Missingness,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,CERADJ7YES,CERADJ7YES conforms,If CERADJ6REC is between 0 and 10 then CERADJ7YES must be between 0 and 10 or between 95 and 98,If Q15b. CERADJ6REC (J6 recall) is between 0 and 10 then Q15d. CERADJ7YES (total yes correct) must be between 0 and 10 or between 95 and 98,"CERADJ6REC>0 and CERADJ6REC<10 and (CERADJ7YES<0 or (CERADJ7YES>10 and CERADJ7YES is not 95,96,97,98))",,,Error,Yes,Conformity,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,CERADJ7YES,CERADJ7YES conditionally blank,If CERADJ6REC is between 95 and 98 then CERADJ7YES must be blank,If Q15b. CERADJ6REC (J6 recall) is between 95 and 98 then Q15d. CERADJ7YES (total yes correct) must be blank,"CERADJ6REC=95,96,97,98 and CERADJ7YES is not blank",,,Error,Yes,Missingness,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,CERADJ7NO,CERADJ7NO conditionally present,If CERADJ6REC is between 0 and 10 then CERADJ7NO cannot be blank,If Q15b. CERADJ6REC (J6 recall) is between 0 and 10 then Q15e. CERADJ7NO (total no correct) cannot be blank,CERADJ6REC>0 and CERADJ6REC<10 and CERADJ7NO=blank,,,Error,Yes,Missingness,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,CERADJ7NO,CERADJ7NO conforms,CERADJ6REC is between 0 and 10 then CERADJ7NO must be between 0 and 10 or between 95 and 98,If Q15b. CERADJ6REC (J6 recall) is between 0 adn 10 then Q15e. CERADJ7NO (total no correct) must be between 0 and 10 or between 95 and 98,"CERADJ6REC>0 and CERADJ6REC<10 and (CERADJ7NO<0 or (CERADJ7NO>10 and CERADJ7NO is not 95,96,97,98))",,,Error,Yes,Conformity,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,CERADJ7NO,CERADJ7NO conditionally blank,CERADJ6REC is between 95 and 98 then CERDJ6NO must be blank,If Q15b. CERADJ6REC (J6 recall) is between 95 and 98 then Q15e. CERADJ7NO (total no correct) must be blank,"CERADJ6REC=95,96,97,98 and CERADJ7NO is not blank",,,Error,Yes,Missingness,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,MINTTOTS,MINTTOTS cannot be blank,MINTTOTS cannot be blank,Q16a. MINTTOTS (MINT total) cannot be blank,MINTTOTS=blank,,,Error,Yes,Missingness,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,MINTTOTS,MINTTOTS conforms,MINTTOTS must be between 0 and 32 or between 95 and 98,Q16a. MINTTOTS (MINT total) must be between 0 and 32 or between 95 and 98,"MINTTOTS<0 or (MINTTOTS>32 and MINTTOTS is not 95,96,97,98)",,,Error,Yes,Conformity,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,MINTTOTW,MINTTOTW conditionally present,If MINTTOTS is between 0 and 32 then MINTTOTW cannot be blank,If Q16a. MINTTOTS (MINT total) is between 0 and 32 then Q16b. MINTTOTW (MINT semantic cue) cannot be blank,MINTTOTS>0 and MINTTOTS<32 and MINTTOTW=blank,,,Error,Yes,Missingness,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,MINTTOTW,MINTTOTW conforms,If MINTTOTS is between 0 and 32 then MINTTOTW must be between 0 and 32,If Q16a. MINTTOTS (MINT total) is between 0 and 32 then Q16b. MINTTOTW (MINT semantic cue) must be between 0 and 32,MINTTOTS>0 and MINTTOTS<32 and (MINTTOTW<0 or MINTTOTW>32),,,Error,Yes,Conformity,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,MINTTOTW,MINTTOTW conditionally blank,If MINTTOTS is between 95 and 98 then MINTTOTW must be blank,If Q16a. MINTTOTS (MINT total) is between 95 and 98 then Q16b. MINTTOTW (MINT semantic cue) must be blank,"MINTTOTS=95,96,97,98 and MINTTOTW is not blank",,,Error,Yes,Missingness,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,MINTSCNG,MINTSCNG conditionally present,If MINTTOTS is between 0 and 32 then MINTSCNG cannot be blank,If Q16a. MINTTOTS (MINT total) is between 0 and 32 then Q16c. MINTSCNG (MINT number given) cannot be blank,MINTTOTS>0 and MINTTOTS<32 and MINTSCNG=blank,,,Error,Yes,Missingness,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,MINTSCNG,MINTSCNG conforms,If MINTTOTS is between 0 and 32 then MINTSCNG must be between 0 and 32,If Q16a. MINTTOTS (MINT total) is between 0 and 32 then Q16c. MINTSCNG (MINT number given) must be between 0 and 32,MINTTOTS>0 and MINTTOTS<32 and (MINTSCNG<0 or MINTSCNG>32),,,Error,Yes,Conformity,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,MINTSCNG,MINTSCNG conditionally blank,If MINTTOTS is between 95 and 98 then MINTSCNG must be blank,If Q16a. MINTTOTS (MINT total) is between 95 and 98 then Q16c. MINTSCNG (MINT number given) must be blank,"MINTTOTS=95,96,97,98 and MINTSCNG is not blank",,,Error,Yes,Missingness,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,MINTSCNC,MINTSCNC condtionally present,If MINTTOTS is between 0 and 32 then MINTSCNC cannot be blank,If Q16a. MINTTOTS (MINT total) is between 0 and 32 then Q16ed MINTSCNC (MINT number cue) cannot be blank,MINTTOTS>0 and MINTTOTS<32 and MINTSCNC=blank,,,Error,Yes,Missingness,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,MINTSCNC,MINTSCNC conforms,"If MINTTOTS is between 0 and 32 then MINTSCNC must be between 0 and 32, or 88","If Q16a. MINTTOTS (MINT total) is between 0 and 32 then Q16d. MINTSCNC (MINT number cue) must be between 0 and 32, or 88",MINTTOTS>0 and MINTTOTS<32 and (MINTSCNC<0 or (MINTSCNC>32 and MINTSCNC is not 88)),,,Error,Yes,Conformity,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,MINTSCNC,MINTSCNC conditionally blank,If MINTTOTS is between 95 and 98 then MINTSCNC must be blank,If Q16a. MINTTOTS (MINT total) is between 95 and 98 then Q16d. MINTSCNC (MINT number cue) must be blank,"MINTTOTS=95,96,97,98 and MINTSCNC is not blank",,,Error,Yes,Missingness,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,MINTPCNG,MINTPCNG conditionally present,If MINTTOTS is between 0 and 32 then MINTPCNG cannot be blank,If Q16a. MINTTOTS (MINT total) is between 0 and 32 then Q16e. MINTPCNG (MINT phonemic number given) cannot be blank,MINTTOTS>0 and MINTTOTS<32 and MINTPCNG=blank,,,Error,Yes,Missingness,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,MINTPCNG,MINTPCNG conforms,If MINTTOTS is between 0 and 32 then MINTPCNG must be between 0 and 32,If Q16a. MINTTOTS (MINT total) is between 0 and 32 then Q16e. MINTPCNG (MINT phonemic number given) must be between 0 and 32,MINTTOTS>0 and MINTTOTS<32 and (MINTPCNG<0 or MINTPCNG>32),,,Error,Yes,Conformity,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,MINTPCNG,MINTPCNG condtionally blank,If MINTTOTS is between 95 and 98 then MINTPCNG must be blank,If Q16a. MINTTOTS (MINT total) is between 95 and 98 then Q16e. MINTPCNG (MINT phonemic number given) must be blank,"MINTTOTS=95,96,97,98 and MINTPCNG is not blank",,,Error,Yes,Missingness,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,MINTPCNC,MINTPCNC conditionally present,If MINTTOTS is between 0 and 32 then MINTPCNC cannot be blank,If Q16a. MINTTOTS (MINT total) is between 0 and 32 then Q16f. MINTPCNC (MINT phonemic number cue) cannot be blank,MINTTOTS>0 and MINTTOTS<32 and MINTPCNC=blank,,,Error,Yes,Missingness,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,MINTPCNC,MINTPCNC conforms,If MINTTOTS is between 0 and 32 then MINTPCNC must be between 0 and 32 or 88,If Q16a. MINTTOTS (MINT total) is between 0 and 32 then Q16f. MINTPCNC (MINT phonemic number cue) must be between 0 and 32 or 88,MINTTOTS>0 and MINTTOTS<32 and (MINTPCNC<0 or (MINTPCNC>32 and MINTPCNC is not 88)),,,Error,Yes,Conformity,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,MINTPCNC,MINTPCNC conditionally blank,If MINTTOTS is between 95 and 98 then MINTPCNC must be blank,If Q16a. MINTTOTS (MINT total) is between 95 and 98 then Q16f. MINTPCNC (MINT phonemic number cue) must be blank,"MINTTOTS=95,96,97,98 and MINTPCNC is not blank",,,Error,Yes,Missingness,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,COGSTAT,COGSTAT cannot be blank,COGSTAT cannot be blank,Q17a. COGSTAT (overall appraisal) cannot be blank,COGSTAT=blank,,,Error,Yes,Missingness,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,COGSTAT,COGSTAT conforms,COGSTAT must be between 0 and 4,Q17a. COGSTAT (overall appraisal) must be between 0 and 4,"COGSTAT is not 0,1,2,3,4",,,Error,Yes,Conformity,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,RESPVAL,RESPVAL cannot be blank,RESPVAL cannot be blank,Q18a. RESPVAL (validity of responses) cannot be blank,RESPVAL=blank,,,Error,Yes,Missingness,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,RESPVAL,RESPVAL conforms,RESPVAL must be between 1 and 3,Q18a. RESPVAL (validity of responses) must be between 1 and 3,"RESPVAL is not 1,2,3",,,Error,Yes,Conformity,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,RESPHEAR,RESPHEAR conforms,RESPHEAR must be blank or 1,Q18b1. RESPHEAR (hearing impairment) must be blank or 1,RESPHEAR is not blank and RESPHEAR is not 1,,,Error,Yes,Conformity,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,RESPDIST,RESPDIST conforms,RESPDIST must be blank or 1,Q18b2. RESPDIST (distractions) must be blank or 1,RESPDIST is not blank and RESPDIST is not 1,,,Error,Yes,Conformity,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,RESPINTR,RESPINTR conforms,RESPINTR must be blank or 1,Q18b3. RESPINTR (interruptions) must be blank or 1,RESPINTR is not blank and RESPINTR is not 1,,,Error,Yes,Conformity,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,RESPDISN,RESPDISN conforms,RESPDISN must be blank or 1,Q18b4. RESPDISN (lack of effort) must be blank or 1,RESPDISN is not blank and RESPDISN is not 1,,,Error,Yes,Conformity,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,RESPFATG,RESPFATG conforms,RESPFATG must be blank or 1,Q18b5. RESPFATG (fatigue) must be blank or 1,RESPFATG is not blank and RESPFATG is not 1,,,Error,Yes,Conformity,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,RESPEMOT,RESPEMOT conforms,RESPEMOT must be blank or 1,Q18b6. RESPEMOT (emotional issues) must be blank or 1,RESPEMOT is not blank and RESPEMOT is not 1,,,Error,Yes,Conformity,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,RESPASST,RESPASST conforms,RESPASST must be blank or 1,Q18b7. RESPASST (unapproved assistance) must be blank or 1,RESPASST is not blank and RESPASST is not 1,,,Error,Yes,Conformity,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,RESPOTH,RESPOTH conforms,RESPOTH must be blank or 1,Q18b8. RESPOTH (other) must be blank or 1,RESPOTH is not blank and RESPOTH is not 1,,,Error,Yes,Conformity,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,RESPOTHX,RESPOTHX conditionally present,If RESPOTH is 1 then RESPOTHX cannot be blank,If Q18b8. RESPOTH (other) is 1 then Q18b8a. RESPOTHX (other specify) cannot be blank,RESPOTH=1 and RESPOTHX=blank,,,Error,Yes,Missingness,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,RESPOTHX,RESPOTHX conditionally blank,If RESPOTH is blank then RESPOTHX must be blank,If Q18b8. RESPOTH (other) is 0 then Q18b8a. RESPOTHX (other specify) must be blank,RESPOTH=blank and RESPOTHX is not blank,,,Error,Yes,Missingness,,,,,,,,,,,,,,,,,,,,,,,
C2,IVP,RESPHEAR RESPDIST RESPINTR RESPDISN RESPFATG RESPEMOT RESPASST RESPOTH,If RESPVAL is 2 or 3 then at least one reason must be checked,"If RESPVAL is 2 or 3 then one of the following variables must be equal to 1: RESPHEAR, RESPDIST, RESPINTR, RESPDISN, RESPFATG, RESPEMOT, RESPASST, RESPOTH","If Q18a. RESPVAL is 2 or 3 then one of the following variables must be equal to 1: Q18b1. RESPHEAR, Q18b2. RESPDIST, Q18b3. RESPINTR, Q18b4. RESPDISN, Q18b5. RESPFATG, Q18b6. RESPEMOT, Q18b7. RESPASST, Q18b8. RESPOTH","RESPVAL=2,3 and RESPHEAR=0 and RESPDIST=0 and RESPINTR=0 and RESPDISN=0 and RESPFATG=0 and RESPEMOT=0 and RESPASST=0 and RESPOTH=0",,,Error,,Missingness,,,,,,,,,,,,,,,,,,,,,,,
